mab_uid,mab_name,Protein_RefID,virus_id,virus_name,Family,Organism,Species,Epitope,pubmed_id,Target Protein,Target type,Target,Target name,Assay type,Assay,Quantitative measure,Unit,disease_id,disease_name
1059_MHRP-Z1098,MHRP-Z1098,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",116.9,ng/ml,DOID:12205,DOID:12205
1060_MHRP-Z1098,MHRP-Z1098,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1490.4,ng/ml,DOID:12205,DOID:12205
1061_MHRP-Z1098,MHRP-Z1098,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",6.8,ng/ml,DOID:12205,DOID:12205
1062_MHRP-Z1100,MHRP-Z1100,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1063_MHRP-Z1100,MHRP-Z1100,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",34.9,ng/ml,DOID:12205,DOID:12205
1064_MHRP-Z1100,MHRP-Z1100,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",84.5,ng/ml,DOID:12205,DOID:12205
1065_MHRP-Z1100,MHRP-Z1100,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",291.5,ng/ml,DOID:12205,DOID:12205
1066_MHRP-Z1100,MHRP-Z1100,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",9.6,ng/ml,DOID:12205,DOID:12205
1067_MHRP-Z1073,MHRP-Z1073,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1068_MHRP-Z1073,MHRP-Z1073,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",64.3,ng/ml,DOID:12205,DOID:12205
1069_MHRP-Z1073,MHRP-Z1073,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",70.1,ng/ml,DOID:12205,DOID:12205
1070_MHRP-Z1073,MHRP-Z1073,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",408.7,ng/ml,DOID:12205,DOID:12205
1071_MHRP-Z1073,MHRP-Z1073,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",9.8,ng/ml,DOID:12205,DOID:12205
1072_MHRP-Z1105,MHRP-Z1105,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1073_MHRP-Z1105,MHRP-Z1105,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",56.5,ng/ml,DOID:12205,DOID:12205
1074_MHRP-Z1105,MHRP-Z1105,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",124.7,ng/ml,DOID:12205,DOID:12205
1075_MHRP-Z1105,MHRP-Z1105,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",643.1,ng/ml,DOID:12205,DOID:12205
1076_MHRP-Z1105,MHRP-Z1105,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",10.4,ng/ml,DOID:12205,DOID:12205
1077_MHRP-Z1109,MHRP-Z1109,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1078_MHRP-Z1109,MHRP-Z1109,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",99.2,ng/ml,DOID:12205,DOID:12205
1079_MHRP-Z1109,MHRP-Z1109,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",113.2,ng/ml,DOID:12205,DOID:12205
1080_MHRP-Z1109,MHRP-Z1109,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",365.7,ng/ml,DOID:12205,DOID:12205
1081_MHRP-Z1109,MHRP-Z1109,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",11.1,ng/ml,DOID:12205,DOID:12205
1082_MHRP-Z1091,MHRP-Z1091,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1083_MHRP-Z1091,MHRP-Z1091,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",63.1,ng/ml,DOID:12205,DOID:12205
1084_MHRP-Z1091,MHRP-Z1091,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",182.4,ng/ml,DOID:12205,DOID:12205
1085_MHRP-Z1091,MHRP-Z1091,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",211.7,ng/ml,DOID:12205,DOID:12205
1086_MHRP-Z1091,MHRP-Z1091,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",13.6,ng/ml,DOID:12205,DOID:12205
1087_MHRP-Z1069,MHRP-Z1069,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1088_MHRP-Z1069,MHRP-Z1069,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",214.6,ng/ml,DOID:12205,DOID:12205
1089_MHRP-Z1069,MHRP-Z1069,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",134.4,ng/ml,DOID:12205,DOID:12205
1090_MHRP-Z1069,MHRP-Z1069,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",3232.6,ng/ml,DOID:12205,DOID:12205
1091_MHRP-Z1069,MHRP-Z1069,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",23.2,ng/ml,DOID:12205,DOID:12205
1092_MHRP-Z1017,MHRP-Z1017,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1093_MHRP-Z1017,MHRP-Z1017,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",91.8,ng/ml,DOID:12205,DOID:12205
1094_MHRP-Z1017,MHRP-Z1017,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",136.7,ng/ml,DOID:12205,DOID:12205
1095_MHRP-Z1017,MHRP-Z1017,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1244.6,ng/ml,DOID:12205,DOID:12205
1096_MHRP-Z1017,MHRP-Z1017,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",26,ng/ml,DOID:12205,DOID:12205
1097_MHRP-Z1072,MHRP-Z1072,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1098_MHRP-Z1072,MHRP-Z1072,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",35.4,ng/ml,DOID:12205,DOID:12205
1099_MHRP-Z1072,MHRP-Z1072,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",116,ng/ml,DOID:12205,DOID:12205
1100_MHRP-Z1072,MHRP-Z1072,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",461.8,ng/ml,DOID:12205,DOID:12205
1101_MHRP-Z1072,MHRP-Z1072,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",26.2,ng/ml,DOID:12205,DOID:12205
1102_MHRP-Z1021,MHRP-Z1021,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1103_MHRP-Z1021,MHRP-Z1021,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",144.6,ng/ml,DOID:12205,DOID:12205
1104_MHRP-Z1021,MHRP-Z1021,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",260,ng/ml,DOID:12205,DOID:12205
1105_MHRP-Z1021,MHRP-Z1021,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1726.6,ng/ml,DOID:12205,DOID:12205
1106_MHRP-Z1021,MHRP-Z1021,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",28.9,ng/ml,DOID:12205,DOID:12205
1107_MHRP-Z1114,MHRP-Z1114,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1108_MHRP-Z1114,MHRP-Z1114,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",143.2,ng/ml,DOID:12205,DOID:12205
1109_MHRP-Z1114,MHRP-Z1114,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",235.6,ng/ml,DOID:12205,DOID:12205
1110_MHRP-Z1114,MHRP-Z1114,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1562.8,ng/ml,DOID:12205,DOID:12205
1111_MHRP-Z1114,MHRP-Z1114,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",29.2,ng/ml,DOID:12205,DOID:12205
1112_MHRP-Z1063,MHRP-Z1063,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1113_MHRP-Z1063,MHRP-Z1063,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",68.9,ng/ml,DOID:12205,DOID:12205
